,Cycle,Timestamp,Line,Product,Volume,Start Date Time,Stop Date Time
196,52,09/24/2023 18:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
197,52,09/24/2023 19:00,01,A,14923.0,9/24/2023 6:36:09 PM,9/24/2023 8:06:37 PM
198,52,09/24/2023 19:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
199,52,09/24/2023 19:00,14,A,2100.0,9/24/2023 6:25:42 PM,9/24/2023 8:48:34 PM
200,52,09/24/2023 19:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
201,52,09/24/2023 19:00,18,A,6000.0,9/24/2023 4:37:00 PM,9/24/2023 7:32:00 PM
202,52,09/24/2023 19:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
203,52,09/24/2023 19:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
204,52,09/24/2023 20:00,01,A,15072.0,9/24/2023 6:36:09 PM,9/24/2023 11:37:42 PM
205,52,09/24/2023 20:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
206,52,09/24/2023 20:00,14,A,2100.0,9/24/2023 6:25:42 PM,9/24/2023 11:40:00 PM
207,52,09/24/2023 20:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
208,52,09/24/2023 20:00,18,A,6060.0,9/24/2023 7:32:00 PM,9/24/2023 8:22:00 PM
209,52,09/24/2023 20:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
210,52,09/24/2023 20:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
211,52,09/24/2023 21:00,01,A,14923.0,9/24/2023 8:50:51 PM,9/24/2023 11:37:42 PM
212,52,09/24/2023 21:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
213,52,09/24/2023 21:00,14,A,2100.0,9/24/2023 8:48:34 PM,9/24/2023 11:40:00 PM
