,Tank,Line,Product,Time,Volume,Time1,Time2,Flag,Flag2,Volume_actual,Volume_solution,Volume_diff,Mode,Volume_cum,Volume_cum_diff,Volume_real,Volume_removed
57,330,01,A,47,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,325.0,249.0,25.0,0.0
56,330,01,A,46,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,350.0,274.0,25.0,0.0
55,330,01,A,45,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,375.0,299.0,25.0,0.0
54,330,01,A,44,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,400.0,324.0,25.0,0.0
53,330,01,A,43,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,425.0,349.0,25.0,0.0
52,330,01,A,42,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,450.0,374.0,25.0,0.0
51,330,01,A,41,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,475.0,399.0,25.0,0.0
50,330,01,A,40,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,500.0,424.0,25.0,0.0
49,330,01,A,39,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,525.0,449.0,25.0,0.0
48,330,01,A,38,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,550.0,474.0,25.0,0.0
47,330,01,A,37,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,575.0,499.0,25.0,0.0
46,330,01,A,36,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,600.0,524.0,25.0,0.0
45,330,01,A,35,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,625.0,549.0,25.0,0.0
44,330,01,A,34,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,650.0,574.0,25.0,0.0
43,330,01,A,33,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,675.0,599.0,25.0,0.0
42,330,01,A,32,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,700.0,624.0,25.0,0.0
41,330,01,A,31,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,725.0,649.0,25.0,0.0
40,330,01,A,30,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,750.0,674.0,25.0,0.0
39,330,01,A,29,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,775.0,699.0,25.0,0.0
38,330,01,A,28,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,800.0,724.0,25.0,0.0
37,330,01,A,27,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,825.0,749.0,25.0,0.0
36,330,01,A,26,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,850.0,774.0,25.0,0.0
35,330,01,A,25,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,875.0,799.0,25.0,0.0
34,330,01,A,24,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,900.0,824.0,25.0,0.0
33,330,01,A,23,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,925.0,849.0,25.0,0.0
32,330,01,A,22,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,950.0,874.0,25.0,0.0
31,330,01,A,21,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,975.0,899.0,25.0,0.0
30,330,01,A,20,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1000.0,924.0,25.0,0.0
29,330,01,A,19,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1025.0,949.0,25.0,0.0
28,330,01,A,18,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1050.0,974.0,25.0,0.0
27,330,01,A,17,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1075.0,999.0,25.0,0.0
26,330,01,A,16,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1100.0,1024.0,25.0,0.0
25,330,01,A,15,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1125.0,1049.0,25.0,0.0
24,330,01,A,14,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1150.0,1074.0,25.0,0.0
23,330,01,A,13,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1175.0,1099.0,25.0,0.0
22,330,01,A,12,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1200.0,1124.0,25.0,0.0
21,330,01,A,11,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1225.0,1149.0,25.0,0.0
20,330,01,A,10,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1250.0,1174.0,25.0,0.0
19,330,01,A,9,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1275.0,1199.0,25.0,0.0
18,330,01,A,8,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1300.0,1224.0,25.0,0.0
17,330,01,A,7,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1325.0,1249.0,25.0,0.0
16,330,01,A,6,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1350.0,1274.0,25.0,0.0
15,330,01,A,5,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1375.0,1299.0,25.0,0.0
14,330,01,A,4,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1400.0,1324.0,25.0,0.0
13,330,01,A,3,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1425.0,1349.0,25.0,0.0
12,330,01,A,2,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1450.0,1374.0,25.0,0.0
11,330,01,A,1,25.0,1.0,1.0,,2,1424,1500.0,76.0,In,1475.0,1399.0,25.0,0.0
10,330,01,A,0,25.0,1.0,,First,2,1424,1500.0,76.0,In,1500.0,1424.0,25.0,0.0
106,350,02,54,36,10.0,,1.0,,3,311,311.0,0.0,In,10.0,10.0,10.0,0.0
105,350,02,54,35,6.0,1.0,1.0,,3,311,311.0,0.0,In,16.0,16.0,6.0,0.0
104,350,02,54,34,6.0,1.0,1.0,,3,311,311.0,0.0,In,22.0,22.0,6.0,0.0
103,350,02,54,33,6.0,1.0,1.0,,3,311,311.0,0.0,In,28.0,28.0,6.0,0.0
102,350,02,54,32,6.0,1.0,1.0,,3,311,311.0,0.0,In,34.0,34.0,6.0,0.0
101,350,02,54,31,6.0,1.0,1.0,,3,311,311.0,0.0,In,40.0,40.0,6.0,0.0
100,350,02,54,30,6.0,1.0,1.0,,3,311,311.0,0.0,In,46.0,46.0,6.0,0.0
99,350,02,54,29,6.0,1.0,1.0,,3,311,311.0,0.0,In,52.0,52.0,6.0,0.0
98,350,02,54,28,6.0,1.0,1.0,,3,311,311.0,0.0,In,58.0,58.0,6.0,0.0
97,350,02,54,27,6.0,1.0,1.0,,3,311,311.0,0.0,In,64.0,64.0,6.0,0.0
96,350,02,54,26,6.0,1.0,1.0,,3,311,311.0,0.0,In,70.0,70.0,6.0,0.0
95,350,02,54,25,6.0,1.0,1.0,,3,311,311.0,0.0,In,76.0,76.0,6.0,0.0
94,350,02,54,24,6.0,1.0,1.0,,3,311,311.0,0.0,In,82.0,82.0,6.0,0.0
93,350,02,54,23,6.0,1.0,1.0,,3,311,311.0,0.0,In,88.0,88.0,6.0,0.0
92,350,02,54,22,6.0,1.0,1.0,,3,311,311.0,0.0,In,94.0,94.0,6.0,0.0
91,350,02,54,21,7.0,1.0,1.0,,3,311,311.0,0.0,In,101.0,101.0,7.0,0.0
90,350,02,54,20,10.0,1.0,1.0,,3,311,311.0,0.0,In,111.0,111.0,10.0,0.0
89,350,02,54,19,10.0,1.0,1.0,,3,311,311.0,0.0,In,121.0,121.0,10.0,0.0
88,350,02,54,18,10.0,1.0,1.0,,3,311,311.0,0.0,In,131.0,131.0,10.0,0.0
87,350,02,54,17,10.0,1.0,1.0,,3,311,311.0,0.0,In,141.0,141.0,10.0,0.0
86,350,02,54,16,10.0,1.0,1.0,,3,311,311.0,0.0,In,151.0,151.0,10.0,0.0
85,350,02,54,15,10.0,1.0,1.0,,3,311,311.0,0.0,In,161.0,161.0,10.0,0.0
84,350,02,54,14,10.0,1.0,1.0,,3,311,311.0,0.0,In,171.0,171.0,10.0,0.0
83,350,02,54,13,10.0,1.0,1.0,,3,311,311.0,0.0,In,181.0,181.0,10.0,0.0
82,350,02,54,12,10.0,1.0,1.0,,3,311,311.0,0.0,In,191.0,191.0,10.0,0.0
81,350,02,54,11,10.0,1.0,1.0,,3,311,311.0,0.0,In,201.0,201.0,10.0,0.0
80,350,02,54,10,10.0,1.0,1.0,,3,311,311.0,0.0,In,211.0,211.0,10.0,0.0
79,350,02,54,9,10.0,1.0,1.0,,3,311,311.0,0.0,In,221.0,221.0,10.0,0.0
78,350,02,54,8,10.0,1.0,1.0,,3,311,311.0,0.0,In,231.0,231.0,10.0,0.0
77,350,02,54,7,10.0,1.0,1.0,,3,311,311.0,0.0,In,241.0,241.0,10.0,0.0
76,350,02,54,6,10.0,1.0,1.0,,3,311,311.0,0.0,In,251.0,251.0,10.0,0.0
75,350,02,54,5,10.0,1.0,1.0,,3,311,311.0,0.0,In,261.0,261.0,10.0,0.0
74,350,02,54,4,10.0,1.0,1.0,,3,311,311.0,0.0,In,271.0,271.0,10.0,0.0
73,350,02,54,3,10.0,1.0,1.0,,3,311,311.0,0.0,In,281.0,281.0,10.0,0.0
72,350,02,54,2,10.0,1.0,1.0,,3,311,311.0,0.0,In,291.0,291.0,10.0,0.0
71,350,02,54,1,10.0,1.0,1.0,,3,311,311.0,0.0,In,301.0,301.0,10.0,0.0
70,350,02,54,0,10.0,1.0,,First,3,311,311.0,0.0,In,311.0,311.0,10.0,0.0
210,361,02,62,143,6.0,,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,6.0,6.000000000069463,6.0,0.0
209,361,02,62,142,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,16.0,16.000000000069463,10.0,0.0
208,361,02,62,141,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,26.0,26.000000000069463,10.0,0.0
207,361,02,62,140,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,36.0,36.00000000006946,10.0,0.0
206,361,02,62,139,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,46.0,46.00000000006946,10.0,0.0
205,361,02,62,138,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,56.0,56.00000000006946,10.0,0.0
204,361,02,62,137,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,66.0,66.00000000006946,10.0,0.0
203,361,02,62,136,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,76.0,76.00000000006946,10.0,0.0
202,361,02,62,135,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,86.0,86.00000000006946,10.0,0.0
201,361,02,62,134,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,96.0,96.00000000006946,10.0,0.0
200,361,02,62,133,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,106.0,106.00000000006946,10.0,0.0
199,361,02,62,132,10.000000000004066,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,116.00000000000406,116.00000000007353,10.000000000004066,0.0
198,361,02,62,131,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,126.00000000000406,126.00000000007353,10.0,0.0
197,361,02,62,130,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,136.00000000000406,136.00000000007353,10.0,0.0
196,361,02,62,129,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,146.00000000000406,146.00000000007353,10.0,0.0
195,361,02,62,128,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,156.00000000000406,156.00000000007353,10.0,0.0
194,361,02,62,127,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,166.00000000000406,166.00000000007353,10.0,0.0
193,361,02,62,126,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,176.00000000000406,176.00000000007353,10.0,0.0
192,361,02,62,125,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,186.00000000000406,186.00000000007353,10.0,0.0
191,361,02,62,124,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,196.00000000000406,196.00000000007353,10.0,0.0
190,361,02,62,123,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,206.00000000000406,206.00000000007353,10.0,0.0
189,361,02,62,122,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,216.00000000000406,216.00000000007353,10.0,0.0
188,361,02,62,121,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,226.00000000000406,226.00000000007353,10.0,0.0
187,361,02,62,120,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,236.00000000000406,236.00000000007353,10.0,0.0
186,361,02,62,119,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,246.00000000000406,246.00000000007353,10.0,0.0
185,361,02,62,118,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,256.0000000000041,256.00000000007356,10.0,0.0
184,361,02,62,117,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,266.0000000000041,266.00000000007356,10.0,0.0
183,361,02,62,116,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,276.0000000000041,276.00000000007356,10.0,0.0
182,361,02,62,115,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,286.0000000000041,286.00000000007356,10.0,0.0
181,361,02,62,114,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,296.0000000000041,296.00000000007356,10.0,0.0
180,361,02,62,113,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,306.0000000000041,306.00000000007356,10.0,0.0
179,361,02,62,112,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,316.0000000000041,316.00000000007356,10.0,0.0
178,361,02,62,111,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,326.0000000000041,326.00000000007356,10.0,0.0
177,361,02,62,110,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,336.0000000000041,336.00000000007356,10.0,0.0
176,361,02,62,109,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,346.0000000000041,346.00000000007356,10.0,0.0
175,361,02,62,108,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,356.0000000000041,356.00000000007356,10.0,0.0
174,361,02,62,107,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,366.0000000000041,366.00000000007356,10.0,0.0
173,361,02,62,106,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,376.0000000000041,376.00000000007356,10.0,0.0
172,361,02,62,105,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,386.0000000000041,386.00000000007356,10.0,0.0
171,361,02,62,104,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,396.0000000000041,396.00000000007356,10.0,0.0
170,361,02,62,103,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,406.0000000000041,406.00000000007356,10.0,0.0
169,361,02,62,102,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,416.0000000000041,416.00000000007356,10.0,0.0
168,361,02,62,101,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,426.0000000000041,426.00000000007356,10.0,0.0
167,361,02,62,100,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,436.0000000000041,436.00000000007356,10.0,0.0
166,361,02,62,99,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,446.0000000000041,446.00000000007356,10.0,0.0
165,361,02,62,98,9.999999999939362,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,455.99999999994344,456.0000000000129,9.999999999939362,0.0
164,361,02,62,97,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,461.99999999994344,462.0000000000129,6.0,0.0
163,361,02,62,96,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,467.99999999994344,468.0000000000129,6.0,0.0
162,361,02,62,95,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,477.99999999994344,478.0000000000129,10.0,0.0
161,361,02,62,94,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,483.99999999994344,484.0000000000129,6.0,0.0
160,361,02,62,93,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,493.99999999994344,494.0000000000129,10.0,0.0
159,361,02,62,92,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,503.99999999994344,504.0000000000129,10.0,0.0
158,361,02,62,91,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,513.9999999999434,514.0000000000128,10.0,0.0
157,361,02,62,90,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,523.9999999999434,524.0000000000128,10.0,0.0
156,361,02,62,89,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,533.9999999999434,534.0000000000128,10.0,0.0
155,361,02,62,88,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,543.9999999999434,544.0000000000128,10.0,0.0
154,361,02,62,87,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,553.9999999999434,554.0000000000128,10.0,0.0
153,361,02,62,86,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,563.9999999999434,564.0000000000128,10.0,0.0
152,361,02,62,85,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,569.9999999999434,570.0000000000128,6.0,0.0
151,361,02,62,84,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,575.9999999999434,576.0000000000128,6.0,0.0
150,361,02,62,83,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,581.9999999999434,582.0000000000128,6.0,0.0
149,361,02,62,82,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,587.9999999999434,588.0000000000128,6.0,0.0
148,361,02,62,81,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,597.9999999999434,598.0000000000128,10.0,0.0
147,361,02,62,80,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,603.9999999999434,604.0000000000128,6.0,0.0
146,361,02,62,79,5.999999999993548,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,609.999999999937,610.0000000000065,5.999999999993548,0.0
145,361,02,62,78,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,615.999999999937,616.0000000000065,6.0,0.0
144,361,02,62,77,5.999999999993548,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,621.9999999999305,622.0,5.999999999993548,0.0
143,361,02,62,76,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,631.9999999999305,632.0,10.0,0.0
142,361,02,62,75,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,637.9999999999305,638.0,6.0,0.0
141,361,02,62,74,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,643.9999999999305,644.0,6.0,0.0
140,361,02,62,73,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,649.9999999999305,650.0,6.0,0.0
139,361,02,62,72,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,659.9999999999305,660.0,10.0,0.0
138,361,02,62,71,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,665.9999999999305,666.0,6.0,0.0
137,361,02,62,70,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,671.9999999999305,672.0,6.0,0.0
136,361,02,62,69,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,677.9999999999305,678.0,6.0,0.0
135,361,02,62,68,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,683.9999999999305,684.0,6.0,0.0
134,361,02,62,67,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,693.9999999999305,694.0,10.0,0.0
133,361,02,62,66,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,699.9999999999305,700.0,6.0,0.0
132,361,02,62,65,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,709.9999999999305,710.0,10.0,0.0
131,361,02,62,64,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,715.9999999999305,716.0,6.0,0.0
130,361,02,62,63,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,721.9999999999305,722.0,6.0,0.0
129,361,02,62,62,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,731.9999999999305,732.0,10.0,0.0
128,361,02,62,61,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,741.9999999999305,742.0,10.0,0.0
127,361,02,62,60,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,751.9999999999305,752.0,10.0,0.0
126,361,02,62,59,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,761.9999999999305,762.0,10.0,0.0
125,361,02,62,58,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,767.9999999999305,768.0,6.0,0.0
124,361,02,62,57,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,777.9999999999305,778.0,10.0,0.0
123,361,02,62,56,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,787.9999999999305,788.0,10.0,0.0
122,361,02,62,55,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,793.9999999999305,794.0,6.0,0.0
121,361,02,62,54,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,803.9999999999305,804.0,10.0,0.0
120,361,02,62,53,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,809.9999999999305,810.0,6.0,0.0
119,361,02,62,52,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,815.9999999999305,816.0,6.0,0.0
118,361,02,62,51,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,821.9999999999305,822.0,6.0,0.0
117,361,02,62,50,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,831.9999999999305,832.0,10.0,0.0
116,361,02,62,49,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,837.9999999999305,838.0,6.0,0.0
115,361,02,62,48,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,843.9999999999305,844.0,6.0,0.0
114,361,02,62,47,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,849.9999999999305,850.0,6.0,0.0
113,361,02,62,46,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,855.9999999999305,856.0,6.0,0.0
112,361,02,62,45,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,861.9999999999305,862.0,6.0,0.0
111,361,02,62,44,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,867.9999999999305,868.0,6.0,0.0
110,361,02,62,43,6.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,873.9999999999305,874.0,6.0,0.0
109,361,02,62,42,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,883.9999999999305,884.0,10.0,0.0
108,361,02,62,41,10.0,1.0,1.0,,4,904,903.9999999999305,-6.94626578479074e-11,In,893.9999999999305,894.0,10.0,0.0
107,361,02,62,40,10.0,1.0,,First,4,904,903.9999999999305,-6.94626578479074e-11,In,903.9999999999305,904.0,10.0,0.0
