,Tank,Line,Product,Time,Volume,Time1,Time2,Flag,Flag2,Volume_actual,Volume_solution,Volume_diff,Mode,Volume_cum,Volume_cum_diff,Volume_real,Volume_removed
1001,376,14,62,128,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,35.6,28.000000000000007,2.4,0.0
1002,376,14,62,129,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,38.0,30.400000000000006,2.4,0.0
1003,376,14,62,130,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,40.4,32.800000000000004,2.4,0.0
1004,376,14,62,131,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,42.8,35.2,2.4,0.0
1005,376,14,62,132,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,45.199999999999996,37.6,2.4,0.0
1006,376,14,62,133,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,47.6,40.00000000000001,2.4,0.0
1007,376,14,62,134,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,50.0,42.400000000000006,2.4,0.0
1008,376,14,62,135,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,52.4,44.800000000000004,2.4,0.0
1009,376,14,62,136,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,54.8,47.2,2.4,0.0
1010,376,14,62,137,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,57.199999999999996,49.6,2.4,0.0
1011,376,14,62,138,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,59.6,52.00000000000001,2.4,0.0
1012,376,14,62,139,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,62.0,54.400000000000006,2.4,0.0
1013,376,14,62,140,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,64.39999999999999,56.8,2.4,0.0
1014,376,14,62,141,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,66.8,59.2,2.4,0.0
1015,376,14,62,142,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,69.2,61.60000000000001,2.4,0.0
1016,376,14,62,143,2.4,,1.0,,36,64,71.6,7.599999999999994,Out,71.6,64.0,2.4,0.0
